,Crop_Code,Scientific_Name,Genus,Species,Variety,Life_Form,Habit,Life_Span,Physiology,Category,Plant_Attributes,Temp_Opt_Min,Temp_Opt_Max,Temp_Opt_Min_F,Temp_Opt_Max_F,Temp_Abs_Min,Temp_Abs_Max,Temp_Abs_Min_F,Temp_Abs_Max_F,Killing_Temp_Rest,Killing_Temp_Growth,Killing_Temp_Rest_F,Killing_Temp_Growth_F,Rain_Opt_Min,Rain_Opt_Max,Rain_Abs_Min,Rain_Abs_Max,Lat_Opt_Min,Lat_Opt_Max,Lat_Abs_Min,Lat_Abs_Max,Alt_Opt_Min,Alt_Opt_Max,Alt_Abs_Min,Alt_Abs_Max,pH_Opt_Min,pH_Opt_Max,pH_Abs_Min,pH_Abs_Max,Light_Opt_Min,Light_Opt_Max,Light_Abs_Min,Light_Abs_Max,Depth_Opt,Depth_Abs,Texture_Ops,Texture_Abs,Fertility_Ops,Fertility_Abs,Al_Toxicity_Opt,Al_Toxicity_Abs,Salinity_Ops,Salinity_Abs,Drainage_Opt,Drainage_Abs,Photoperiod,Abiotic_Tolererance,Abiotic_Susceptibility,Introduction_Risks,Production_System,Cropping_System,Subsystem,Companion_Species,Level_of_Mechanization,Labour_Intensity,Crop_Cycle_Min,Crop_Cycle_Max,Use_Main,Use_Detailed,Use_Part,Climate_Zone_Trewartha,USDA_Hardiness_Zone,USDA_Hardiness_Zone_Min,USDA_Hardiness_Zone_Max,Datasheet_URL,PFAF_URL,Climate_Zone_Trewartha_Abbreviations,Climate_Zone_Koppen_Geiger_Abbreviations,Climate_Zone_Koppen_Geiger_IDs
2391,213950,Galactia marginalis,Galactia,marginalis,,tree,erect,perennial,multi stem,forage/pasture,grown on small scale,19.69321716734314,30.05038747087041,67.44779090121764,86.09069744756674,10.327194303952986,37.196301601810866,50.58894974711537,98.95334288325957,-7.324697754749568,-0.42055267702936094,18.815544041450778,31.24300518134715,947.8172943060056,1628.6292350871452,626.3806468873757,2404.2350062815904,21.959985813389384,24.896480043077425,35.91292483074026,42.98550562216286,,,589.4025163469174,1640.8418117416663,5.674299619855927,6.864807644648237,4.983632143578074,7.7080950376355135,very bright,very bright,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),"medium, light","heavy, medium, light",moderate,low,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),short day (<12 hours),drought,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,0.0,0.0,food & beverage,vitamins,entire plant,"tropical wet & dry (Aw), tropical wet (Ar)",10-12,10,12,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=213950,https://pfaf.org/user/Plant.aspx?LatinName=Galactia+marginalis,"['Aw', 'Ar']","['Aw', 'Af', 'Am']","[3, 1, 2]"
2392,215991,Avenula pubescens,Avenula,pubescens,,tree,erect,perennial,multi stem,forage/pasture,grown on small scale,19.69321716734314,30.05038747087041,67.44779090121764,86.09069744756674,10.327194303952986,37.196301601810866,50.58894974711537,98.95334288325957,-7.324697754749568,-0.42055267702936094,18.815544041450778,31.24300518134715,947.8172943060056,1628.6292350871452,626.3806468873757,2404.2350062815904,21.959985813389384,24.896480043077425,35.91292483074026,42.98550562216286,,,589.4025163469174,1640.8418117416663,5.674299619855927,6.864807644648237,4.983632143578074,7.7080950376355135,very bright,very bright,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),"medium, light","heavy, medium, light",moderate,low,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),short day (<12 hours),drought,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,0.0,0.0,food & beverage,vitamins,entire plant,"tropical wet & dry (Aw), tropical wet (Ar)",10-12,10,12,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=215991,https://pfaf.org/user/Plant.aspx?LatinName=Avenula+pubescens,"['Aw', 'Ar']","['Aw', 'Af', 'Am']","[3, 1, 2]"
2393,217077,Hyparrhenia dregeana,Hyparrhenia,dregeana,,grass,erect,perennial,multi stem,environmental,grown on small scale,20.0,29.5,68.0,85.1,10.5,36.0,50.9,96.8,-7.324697754749568,-0.42055267702936094,18.815544041450778,31.24300518134715,675.0,1200.0,500.0,1400.0,21.959985813389384,24.896480043077425,30.0,30.0,,,1200.0,2250.0,5.5,6.5,4.75,7.5,very bright,clear skies,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),heavy,"heavy, medium, light",moderate,low,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),"poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",short day (<12 hours),flooding,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,0.0,0.0,animal food (feed),erosion control,entire plant,"tropical wet & dry (Aw), steppe or semiarid (Bs), subtropical dry summer (Cs)",10-12,10,12,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=217077,https://pfaf.org/user/Plant.aspx?LatinName=Hyparrhenia+dregeana,"['Aw', 'Bs', 'Cs']","['Aw', 'Csc', 'BSh', 'Csa', 'BSk', 'Csb']","[3, 10, 6, 8, 7, 9]"
2394,217302,Indigofera pilosa,Indigofera,pilosa,,herb,"erect, prostrate/procumbent/semi-erect",perennial,multi stem,forage/pasture,grown on small scale,21.0,28.8,69.8,83.84,12.2,34.0,53.96,93.2,-7.324697754749568,-0.42055267702936094,18.815544041450778,31.24300518134715,1160.0,1720.0,508.0,3080.0,10.0,24.896480043077425,28.25,32.0,,,300.0,2212.5,5.7,6.7,4.86,7.779999999999999,very bright,cloudy skies,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),"heavy, medium","medium, light",moderate,low,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells)",short day (<12 hours),"drought, flooding",fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,0.0,0.0,material,dye/tannin,leaves,"tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)",10-12,10,12,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=217302,https://pfaf.org/user/Plant.aspx?LatinName=Indigofera+pilosa,"['Aw', 'Ar', 'Cf', 'Cs', 'Cw']","['Aw', 'Cwa', 'Csc', 'Cwb', 'Cwc', 'Af', 'Csa', 'Cfb', 'Cfc', 'Am', 'Cfa', 'Csb']","[3, 11, 10, 12, 13, 1, 8, 15, 16, 2, 14, 9]"
2395,218049,Karroochloa purpurea,Karroochloa,purpurea,,tree,erect,perennial,multi stem,forage/pasture,grown on small scale,19.69321716734314,30.05038747087041,67.44779090121764,86.09069744756674,10.327194303952986,37.196301601810866,50.58894974711537,98.95334288325957,-7.324697754749568,-0.42055267702936094,18.815544041450778,31.24300518134715,947.8172943060056,1628.6292350871452,626.3806468873757,2404.2350062815904,21.959985813389384,24.896480043077425,35.91292483074026,42.98550562216286,,,589.4025163469174,1640.8418117416663,5.674299619855927,6.864807644648237,4.983632143578074,7.7080950376355135,very bright,very bright,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),"medium, light","heavy, medium, light",moderate,low,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),short day (<12 hours),drought,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,0.0,0.0,food & beverage,vitamins,entire plant,"tropical wet & dry (Aw), tropical wet (Ar)",10-12,10,12,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=218049,https://pfaf.org/user/Plant.aspx?LatinName=Karroochloa+purpurea,"['Aw', 'Ar']","['Aw', 'Af', 'Am']","[3, 1, 2]"
2396,218100,Khaya anthotheca,Khaya,anthotheca,,tree,erect,perennial,single stem,"ornamentals/turf, medicinals & aromatic, forest/wood, environmental",grown on small scale,18.0,28.0,64.4,82.4,14.0,36.0,57.2,96.8,-7.324697754749568,-0.42055267702936094,18.815544041450778,31.24300518134715,600.0,1600.0,500.0,1800.0,8.0,8.0,20.0,30.0,,,589.4025163469174,1000.0,5.0,7.0,4.5,7.5,clear skies,very bright,clear skies,very bright,deep (>>150 cm),deep (>>150 cm),"medium, light","medium, light",high,moderate,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),short day (<12 hours),drought,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,365.0,365.0,material,timber wood,bark,tropical wet & dry (Aw),9-12,9,12,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=218100,https://pfaf.org/user/Plant.aspx?LatinName=Khaya+anthotheca,['Aw'],['Aw'],[3]
2397,220867,Malva alcea,Malva,alcea,,herb,erect,perennial,"deciduous, multi stem","vegetables, materials, ornamentals/turf, medicinals & aromatic","grown on small scale, harvested from wild",14.0,28.0,57.2,82.4,10.0,32.0,50.0,89.6,-30.0,0.0,-22.0,32.0,500.0,1400.0,400.0,1500.0,41.0,40.0,60.0,61.0,,,589.4025163469174,1500.0,6.5,8.0,6.0,8.5,clear skies,very bright,light shade,very bright,shallow (20-50 cm),shallow (20-50 cm),"medium, light","medium, light",moderate,moderate,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),short day (<12 hours),drought,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,0.0,0.0,food & beverage,skin applications,flowers,"subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc)",4-8,4,8,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=220867,https://pfaf.org/user/Plant.aspx?LatinName=Malva+alcea,"['Cs', 'Do', 'Dc']","['Dfd', 'Csc', 'Csa', 'Dfb', 'Cfb', 'Cfc', 'Dfc', 'Dfa', 'Csb']","[28, 10, 8, 26, 15, 16, 27, 25, 9]"
2398,225371,Peltandra sagittifolia,Peltandra,sagittifolia,,herb,erect,perennial,"deciduous, multi stem","vegetables, ornamentals/turf",grown on small scale,16.0,24.0,60.8,75.2,12.0,32.0,53.6,89.6,-15.0,0.0,5.0,32.0,1000.0,1500.0,750.0,3000.0,25.0,22.0,38.0,40.0,,,589.4025163469174,1500.0,5.0,7.0,4.5,7.5,clear skies,very bright,cloudy skies,very bright,shallow (20-50 cm),shallow (20-50 cm),"heavy, medium, light, wide, organic","heavy, medium, light, wide, organic",moderate,low,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),poorly (saturated >50% of year),poorly (saturated >50% of year),short day (<12 hours),flooding,drought,poisonous to man or animals,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,130.0,210.0,food & beverage,vitamins,buds,subtropical humid (Cf),6-9,6,9,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=225371,https://pfaf.org/user/Plant.aspx?LatinName=Peltandra+sagittifolia,['Cf'],"['Cfb', 'Cfa', 'Cfc']","[15, 14, 16]"
2399,225420,Pennisetum schimperi,Pennisetum,schimperi,,grass,erect,annual,multi stem,cereals & pseudocereals,"grown on large scale, grown on small scale",24.8,34.2,76.64,93.56,12.8,39.2,55.04,102.56,-7.324697754749568,-0.42055267702936094,18.815544041450778,31.24300518134715,860.0,1530.0,526.0,2540.0,18.0,14.0,24.6,28.4,,,589.4025163469174,2425.0,5.1,6.4,4.58,8.1,very bright,very bright,very bright,clear skies,deep (>>150 cm),shallow (20-50 cm),medium,"heavy, medium, light",moderate,low,low (6-15% of CEC),high (<5% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",short day (<12 hours),fire,flooding,can become a weed,"home garden, small scale (manual), intermediate (animal drawn), large scale/commercial",Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,0.0,0.0,animal food (feed),vitamins,entire plant,"tropical wet & dry (Aw), desert or arid (Bw), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)",8-11,8,11,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=225420,https://pfaf.org/user/Plant.aspx?LatinName=Pennisetum+schimperi,"['Aw', 'Bw', 'Bs', 'Cf', 'Cs', 'Cw']","['Aw', 'Cwa', 'Cfa', 'Csc', 'BSh', 'Cwb', 'Cwc', 'Csa', 'BSk', 'Cfb', 'Cfc', 'BWk', 'BWh', 'Csb']","[3, 11, 14, 10, 6, 12, 13, 8, 7, 15, 16, 5, 4, 9]"
2400,227247,Pinus elliottii ssp. elliottii,Pinus,elliottii,,tree,erect,perennial,"evergreen, single stem",forest/wood,harvested from wild,23.0,32.0,73.4,89.6,8.0,36.0,46.4,96.8,-5.0,0.0,23.0,32.0,1000.0,2000.0,650.0,2500.0,28.0,28.0,33.0,33.0,,,500.0,2500.0,4.5,5.5,4.0,6.5,very bright,very bright,very bright,clear skies,medium (50-150 cm),shallow (20-50 cm),"heavy, medium, light","heavy, medium, light",moderate,low,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),"poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)",drought,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,240.0,300.0,material,timber wood,bark,subtropical humid (Cf),10-12,10,12,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=227247,https://pfaf.org/user/Plant.aspx?LatinName=Pinus+elliottii,['Cf'],"['Cfb', 'Cfa', 'Cfc']","[15, 14, 16]"
2401,230348,Rhodiola rosea,Rhodiola,rosea,,herb,erect,perennial,multi stem,"ornamentals/turf, medicinals & aromatic",grown on small scale,10.0,25.0,50.0,77.0,5.0,38.0,41.0,100.4,-50.0,-1.0,-58.0,30.2,400.0,800.0,250.0,1500.0,36.0,34.0,73.0,75.0,,,589.4025163469174,3000.0,5.5,6.5,5.0,7.0,clear skies,very bright,clear skies,very bright,shallow (20-50 cm),shallow (20-50 cm),"light, organic","light, organic",moderate,low,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),short day (<12 hours),drought,fire,can become a weed,home garden,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,0.0,0.0,medicinal,nervous system applications,buds,"subtropical humid (Cf), subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc), boreal (E)",10-12,10,12,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=230348,https://pfaf.org/user/Plant.aspx?LatinName=Rhodiola+rosea,"['Cf', 'Cs', 'Do', 'Dc', 'E']","['Dfc', 'Dfd', 'ET', 'Csc', 'Csa', 'Dfb', 'Cfb', 'Cfc', 'Cfa', 'Dfa', 'Csb']","[27, 28, 29, 10, 8, 26, 15, 16, 14, 25, 9]"
2402,230580,Rhynchosia senna,Rhynchosia,senna,,herb,prostrate/procumbent/semi-erect,perennial,multi stem,forage/pasture,grown on small scale,22.0,34.0,71.6,93.2,15.0,42.0,59.0,107.6,-7.324697754749568,-0.42055267702936094,18.815544041450778,31.24300518134715,550.0,1000.0,450.0,1600.0,5.0,24.896480043077425,30.0,35.0,,,300.0,1000.0,7.0,7.5,6.5,8.0,clear skies,clear skies,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),heavy,"heavy, medium",high,moderate,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),medium (4-10 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells)",short day (<12 hours),drought,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,0.0,0.0,animal food (feed),minerals,entire plant,"tropical wet & dry (Aw), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs)",10-12,10,12,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=230580,https://pfaf.org/user/Plant.aspx?LatinName=Rhynchosia+senna,"['Aw', 'Bs', 'Cf', 'Cs']","['Aw', 'Csc', 'BSh', 'Csa', 'BSk', 'Cfb', 'Cfc', 'Cfa', 'Csb']","[3, 10, 6, 8, 7, 15, 16, 14, 9]"
2403,232965,Senna spectabilis,Senna,spectabilis,,tree,erect,perennial,"deciduous, single stem","materials, ornamentals/turf, forest/wood, environmental",grown on small scale,15.0,25.0,59.0,77.0,10.0,30.0,50.0,86.0,-7.324697754749568,-0.42055267702936094,18.815544041450778,31.24300518134715,800.0,1000.0,600.0,1500.0,21.959985813389384,24.896480043077425,25.0,30.0,,,589.4025163469174,2000.0,5.5,7.0,5.0,7.5,clear skies,very bright,clear skies,very bright,deep (>>150 cm),medium (50-150 cm),"medium, light","heavy, medium, light, wide",high,low,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),short day (<12 hours),drought,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,365.0,365.0,material,timber wood,bark,"tropical wet & dry (Aw), subtropical humid (Cf)",10-12,10,12,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=232965,https://pfaf.org/user/Plant.aspx?LatinName=Senna+spectabilis,"['Aw', 'Cf']","['Cfb', 'Aw', 'Cfc', 'Cfa']","[15, 3, 16, 14]"
2404,235883,Tabebuia serratifolia,Tabebuia,serratifolia,,tree,erect,perennial,"deciduous, single stem",forest/wood,grown on small scale,24.0,32.0,75.2,89.6,20.0,36.0,68.0,96.8,5.0,5.0,41.0,41.0,700.0,1700.0,500.0,2000.0,21.959985813389384,24.896480043077425,20.0,25.0,,,100.0,800.0,5.0,7.0,4.5,7.5,very bright,very bright,clear skies,very bright,deep (>>150 cm),medium (50-150 cm),"heavy, medium","heavy, medium",moderate,moderate,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),short day (<12 hours),drought,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,365.0,365.0,material,timber wood,bark,"tropical wet & dry (Aw), tropical wet (Ar)",10-12,10,12,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=235883,https://pfaf.org/user/Plant.aspx?LatinName=Tabebuia+serratifolia,"['Aw', 'Ar']","['Aw', 'Af', 'Am']","[3, 1, 2]"
2405,236039,Terminalia bellirica,Terminalia,bellirica,,tree,erect,perennial,"deciduous, single stem","fruits & nuts, materials, medicinals & aromatic",harvested from wild,20.0,33.0,68.0,91.4,5.0,45.0,41.0,113.0,-1.0,-1.0,30.2,30.2,1500.0,2500.0,1000.0,3500.0,9.0,8.428571428571429,17.0,18.76923076923077,,,315.0,600.0,5.5,6.5,5.0,7.5,very bright,very bright,clear skies,very bright,deep (>>150 cm),medium (50-150 cm),"heavy, medium, light, wide","heavy, medium, light, wide",moderate,moderate,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells)",short day (<12 hours),drought,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,180.0,240.0,material,dye/tannin,fruits,"tropical wet & dry (Aw), tropical wet (Ar)",10-12,10,12,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=236039,https://pfaf.org/user/Plant.aspx?LatinName=Terminalia+bellirica,"['Aw', 'Ar']","['Aw', 'Af', 'Am']","[3, 1, 2]"
2406,237253,Trifolium polymorphum,Trifolium,polymorphum,,herb,prostrate/procumbent/semi-erect,annual,multi stem,forage/pasture,grown on large scale,13.818181818181818,22.575757575757574,56.872727272727275,72.63636363636363,5.9393939393939394,28.393939393939394,42.69090909090909,83.10909090909091,-7.324697754749568,-0.42055267702936094,18.815544041450778,31.24300518134715,713.6363636363636,1143.939393939394,501.6666666666667,1522.121212121212,30.384615384615383,28.90909090909091,40.1875,43.5625,,,1144.4444444444443,2173.3333333333335,5.6454545454545455,6.848484848484849,4.806060606060606,7.7272727272727275,very bright,very bright,very bright,very bright,medium (50-150 cm),shallow (20-50 cm),"heavy, medium","heavy, medium, light",moderate,low,low (6-15% of CEC),medium (16-25% of CEC,low (<4 dS/m),low (<4 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells)",long day (>14 hours),flooding,drought,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,0.0,0.0,animal food (feed),vitamins,entire plant,tropical wet & dry (Aw),10-12,10,12,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=237253,https://pfaf.org/user/Plant.aspx?LatinName=Trifolium+polymorphum,['Aw'],['Aw'],[3]
2407,238002,Vicia sativa ssp. nigra,Vicia,sativa,,herb,prostrate/procumbent/semi-erect,annual,multi stem,"pulses (grain legumes), forage/pasture, environmental",grown on large scale,11.0,23.0,51.8,73.4,4.0,28.0,39.2,82.4,-5.0,-1.0,23.0,30.2,600.0,800.0,350.0,1160.0,29.22222222222222,31.25,30.0,30.0,,,500.0,3300.0,6.0,7.0,4.9,8.2,very bright,cloudy skies,very bright,light shade,medium (50-150 cm),shallow (20-50 cm),medium,"heavy, medium, light",moderate,low,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),long day (>14 hours),drought,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,80.0,170.0,food & beverage,protein,seeds,"tropical wet & dry (Aw), tropical wet (Ar), steppe or semiarid (Bs), subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)",4-8,4,8,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=238002,https://pfaf.org/user/Plant.aspx?LatinName=Vicia+sativa,"['Aw', 'Ar', 'Bs', 'Cs', 'Do', 'Dc', 'Df', 'Dw']","['Dfd', 'Aw', 'Dwd', 'Csc', 'BSh', 'Af', 'Csa', 'Dwa', 'BSk', 'Cfb', 'Dfb', 'Dwb', 'Cfc', 'Am', 'Dwc', 'Dfc', 'Dfa', 'Csb']","[28, 3, 24, 10, 6, 1, 8, 21, 7, 15, 26, 22, 16, 2, 23, 27, 25, 9]"
2408,238003,Vicia sativa ssp. sativa,Vicia,sativa,,herb,prostrate/procumbent/semi-erect,annual,multi stem,"forage/pasture, cover crop",grown on large scale,14.0,23.0,57.2,73.4,3.0,28.0,37.4,82.4,-1.0,-1.0,30.2,30.2,700.0,900.0,350.0,1600.0,30.0,31.25,45.0,45.0,,,500.0,1600.0,6.0,7.0,4.5,8.2,very bright,cloudy skies,very bright,light shade,medium (50-150 cm),shallow (20-50 cm),"heavy, medium","heavy, medium, light",moderate,low,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",long day (>14 hours),drought,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,80.0,170.0,animal food (feed),minerals,entire plant,"tropical wet & dry (Aw), tropical wet (Ar), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)",4-8,4,8,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=238003,https://pfaf.org/user/Plant.aspx?LatinName=Vicia+sativa,"['Aw', 'Ar', 'Bs', 'Cf', 'Cs', 'Cw', 'Do', 'Dc', 'Df', 'Dw']","['Aw', 'Dwd', 'Cwc', 'Dfb', 'Dwb', 'Dfa', 'BSk', 'Dwc', 'Cfa', 'Cwb', 'Cfb', 'Am', 'Dfc', 'Csb', 'Dfd', 'Cwa', 'Csc', 'BSh', 'Af', 'Csa', 'Dwa', 'Cfc']","[3, 24, 13, 26, 22, 25, 7, 23, 14, 12, 15, 2, 27, 9, 28, 11, 10, 6, 1, 8, 21, 16]"
2409,238008,Vicia villosa sp. varia,Vicia,villosa,,herb,climber/scrambler/scadent,"annual, biennial",multi stem,forage/pasture,grown on large scale,18.0,24.0,64.4,75.2,14.0,30.0,57.2,86.0,-5.0,0.0,23.0,32.0,600.0,1400.0,400.0,1500.0,10.0,31.25,20.0,30.0,,,500.0,2000.0,6.0,7.0,5.5,8.0,clear skies,very bright,cloudy skies,very bright,medium (50-150 cm),shallow (20-50 cm),"heavy, medium, light, wide","heavy, medium, light, wide",moderate,low,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells)",long day (>14 hours),drought,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,0.0,0.0,animal food (feed),vitamins,entire plant,"tropical wet & dry (Aw), steppe or semiarid (Bs), subtropical dry summer (Cs)",10-12,10,12,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=238008,https://pfaf.org/user/Plant.aspx?LatinName=Vicia+villosa,"['Aw', 'Bs', 'Cs']","['Aw', 'Csc', 'BSh', 'Csa', 'BSk', 'Csb']","[3, 10, 6, 8, 7, 9]"
2410,238009,Vicia villosa ssp. villosa,Vicia,villosa,,herb,"prostrate/procumbent/semi-erect, climber/scrambler/scadent",annual,multi stem,"forage/pasture, cover crop, environmental, weed",grown on large scale,12.0,22.0,53.6,71.6,2.0,28.0,35.6,82.4,-5.0,-1.0,23.0,30.2,700.0,900.0,300.0,1700.0,30.0,31.25,60.0,60.0,,,500.0,2200.0,6.0,7.0,4.9,8.2,very bright,clear skies,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),"medium, light","heavy, medium, light, organic",moderate,low,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),medium (4-10 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",long day (>14 hours),drought,fire,"poisonous to man or animals, can become a weed",large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,135.0,255.0,animal food (feed),minerals,entire plant,"tropical wet & dry (Aw), tropical wet (Ar), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)",10-12,10,12,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=238009,https://pfaf.org/user/Plant.aspx?LatinName=Vicia+villosa,"['Aw', 'Ar', 'Bs', 'Cf', 'Cs', 'Cw', 'Do', 'Dc', 'Df', 'Dw']","['Aw', 'Dwd', 'Cwc', 'Dfb', 'Dwb', 'Dfa', 'BSk', 'Dwc', 'Cfa', 'Cwb', 'Cfb', 'Am', 'Dfc', 'Csb', 'Dfd', 'Cwa', 'Csc', 'BSh', 'Af', 'Csa', 'Dwa', 'Cfc']","[3, 24, 13, 26, 22, 25, 7, 23, 14, 12, 15, 2, 27, 9, 28, 11, 10, 6, 1, 8, 21, 16]"
