,Unnamed: 0.1,Unnamed: 0,EcoPortCode,ScientificName,AUTH,FAMNAME,SYNO,COMNAME,LIFO,HABI,LISPA,PHYS,CAT,PLAT,TOPMN,TOPMX,TMIN,TMAX,ROPMN,ROPMX,RMIN,RMAX,PHOPMN,PHOPMX,PHMIN,PHMAX,LATOPMN,LATOPMX,LATMN,LATMX,ALTMX,LIOPMN,LIOPMX,LIMN,LIMX,DEP,DEPR,TEXT,TEXTR,FER,FERR,TOX,TOXR,SAL,SALR,DRA,DRAR,KTMPR,KTMP,PHOTO,CLIZ,ABITOL,ABISUS,INTRI,PROSY,GMIN,GMAX,Genus,Species,Variety,PFAF_URL,USDA_HARDINESS_ZONE,USDA_HARDINESS_ZONE_MIN,USDA_HARDINESS_ZONE_MAX
1405,1405,1405,6782,Hydnocarpus alpina,Wight,Magnoliopsida:Dilleniidae:Violales:Flacourtiaceae,,,tree,erect,perennial,"evergreen, single stem",forest/wood,,30.0,35.0,10.0,40.0,3500.0,6500.0,2000.0,8000.0,4.5,5.5,4.0,6.0,5.0,5.0,30.0,30.0,1800.0,very bright,cloudy skies,very bright,light shade,deep (>>150 cm),medium (50-150 cm),"heavy, medium, light","heavy, medium, light",low,low,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),,,short day (<12 hours),tropical wet & dry (Aw),,,,,365.0,365.0,Hydnocarpus,alpina,,https://pfaf.org/user/Plant.aspx?LatinName=Hydnocarpus+alpina,,,
1406,1406,1406,6784,Hydnocarpus kurzii,(King) Warb.,Magnoliopsida:Dilleniidae:Violales:Flacourtiaceae,,,tree,erect,perennial,"evergreen, single stem",medicinals & aromatic,,28.0,34.0,7.0,42.0,3500.0,6500.0,2000.0,8000.0,4.5,5.0,4.0,5.5,,,,,,very bright,cloudy skies,very bright,light shade,deep (>>150 cm),deep (>>150 cm),"heavy, medium, light","heavy, medium, light",moderate,low,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells)",2.0,2.0,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar)",,,,,365.0,365.0,Hydnocarpus,kurzii,,https://pfaf.org/user/Plant.aspx?LatinName=Hydnocarpus+kurzii,10-12,10,12
1407,1407,1407,6785,Hydnocarpus laurifolia,(D.),Magnoliopsida:Dilleniidae:Violales:Flacourtiaceae,,,tree,erect,perennial,"evergreen, single stem",forest/wood,,30.0,37.0,13.0,43.0,3500.0,6000.0,2200.0,7500.0,5.5,6.4,4.5,6.9,10.0,10.0,25.0,25.0,750.0,very bright,cloudy skies,very bright,light shade,deep (>>150 cm),deep (>>150 cm),medium,"medium, light",moderate,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),5.0,5.0,short day (<12 hours),tropical wet & dry (Aw),,fire,,,365.0,365.0,Hydnocarpus,laurifolia,,https://pfaf.org/user/Plant.aspx?LatinName=Hydnocarpus+laurifolia,,,
1408,1408,1408,6808,Hymenachne acutigluma,(S.),Liliopsida:Commelinidae:Cyperales:Gramineae,,,grass,"erect, climber/scrambler/scadent",perennial,multi stem,"forage/pasture, environmental, weed",,20.0,28.0,10.0,35.0,1500.0,2500.0,1000.0,4000.0,4.0,4.8,3.8,5.5,,,20.0,29.0,1500.0,very bright,very bright,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),heavy,"heavy, medium, light, wide, organic",high,moderate,,,low (<4 dS/m),low (<4 dS/m),poorly (saturated >50% of year),poorly (saturated >50% of year),-2.0,0.0,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf), subtropical dry winter (Cw)",flooding,,can become a weed,,90.0,365.0,Hymenachne,acutigluma,,https://pfaf.org/user/Plant.aspx?LatinName=Hymenachne+acutigluma,,,
1409,1409,1409,6809,Hymenaea courbaril,L.,Magnoliopsida:Rosidae:Fabales:Leguminosae,,jatobá,tree,erect,perennial,single stem,"fruits & nuts, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",,20.0,30.0,16.0,36.0,1500.0,3000.0,1200.0,3500.0,4.8,6.8,4.5,7.5,,,25.0,30.0,900.0,clear skies,very bright,clear skies,very bright,deep (>>150 cm),medium (50-150 cm),light,"heavy, medium, light, wide, organic",high,low,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",,,,"tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf)","drought, flooding",,,,240.0,365.0,Hymenaea,courbaril,,https://pfaf.org/user/Plant.aspx?LatinName=Hymenaea+courbaril,10-12,10,12
1410,1410,1410,6813,Hymenodictyon excelsum,Wall,Magnoliopsida:Asteridae:Rubiales:Rubiaceae,,,tree,erect,perennial,"deciduous, single stem",forest/wood,,22.0,33.0,5.0,47.0,1200.0,2000.0,875.0,2300.0,5.5,6.5,5.0,7.0,,,,,,very bright,very bright,very bright,clear skies,deep (>>150 cm),medium (50-150 cm),light,light,high,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",-1.0,-1.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)",tropical wet & dry (Aw),,,,,120.0,180.0,Hymenodictyon,excelsum,,https://pfaf.org/user/Plant.aspx?LatinName=Hymenodictyon+excelsum,,,
1411,1411,1411,6820,Hyoscyamus niger,L.,Magnoliopsida:Asteridae:Solanales:Solanaceae,,"henbane, henblain, jusquiame noire, herbe aux poules, mort aux poules, bilsenkraut",herb,"erect, acaulescent (or rosette plants)","annual, biennial",,medicinals & aromatic,"grown on small scale, harvested from wild",10.0,18.0,6.0,28.0,,,,,,,,,,,,,,clear skies,very bright,cloudy skies,very bright,medium (50-150 cm),shallow (20-50 cm),"wide, organic",wide,high,moderate,,,,,,,,,long day (>14 hours),"subtropical dry summer (Cs), temperate continental (Dc)",,,,,0.0,0.0,Hyoscyamus,niger,,https://pfaf.org/user/Plant.aspx?LatinName=Hyoscyamus+niger,4-8,4,8
1412,1412,1412,6824,Hyparrhenia filipendula,Hochst. ex A. Rich,Gramineae,,Fine thatching grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Hyparrhenia,filipendula,,https://pfaf.org/user/Plant.aspx?LatinName=Hyparrhenia+filipendula,,,
1413,1413,1413,6825,Hyparrhenia hirta,(L.) Stapf.,Liliopsida:Commelinidae:Cyperales:Gramineae,,,grass,erect,,multi stem,environmental,,20.0,32.0,10.0,40.0,750.0,1000.0,500.0,1200.0,5.5,6.5,5.0,7.0,,,,,2500.0,very bright,clear skies,very bright,cloudy skies,shallow (20-50 cm),shallow (20-50 cm),"medium, light","heavy, medium, light",moderate,low,,,low (<4 dS/m),medium (4-10 dS/m),"well (dry spells), excessive (dry/moderately dry)","well (dry spells), excessive (dry/moderately dry)",,,short day (<12 hours),"tropical wet & dry (Aw), steppe or semiarid (Bs), subtropical dry summer (Cs)",,,,,120.0,210.0,Hyparrhenia,hirta,,https://pfaf.org/user/Plant.aspx?LatinName=Hyparrhenia+hirta,,,
1414,1414,1414,6826,Hyparrhenia rufa,(Ness) Stapf,Liliopsida:Commelinidae:Cyperales:Gramineae,,,grass,erect,perennial,multi stem,"forage/pasture, materials",,20.0,27.0,11.0,32.0,600.0,1400.0,500.0,1600.0,5.5,6.5,4.5,8.0,,,30.0,30.0,2000.0,very bright,clear skies,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),heavy,"heavy, medium, light",moderate,low,,,low (<4 dS/m),low (<4 dS/m),"poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",,,"short day (<12 hours), neutral day (12-14 hours)","tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf)",flooding,,,,180.0,210.0,Hyparrhenia,rufa,,https://pfaf.org/user/Plant.aspx?LatinName=Hyparrhenia+rufa,,,
1415,1415,1415,6831,Hypericum perforatum,L.,Magnoliopsida:Dilleniidae:Guttiferales:Guttiferae,,"saint john's wort, St John's wort, klamath weed, common St Johnswort, hipericon, hierba de San Juan, herbe a mille trous, millepertuis perfore, hipericao, milfurada, Tüpfel-Johanniskraut, Tüpfel-Hartheu, Johanniskraut, erba di San Giovanni, iperico perforato, Sint janskruid, Johannesoert, johanneskruid, balsana, Hyperici herba",herb,erect,annual,,medicinals & aromatic,"grown on large scale, grown on small scale, harvested from wild",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"home garden, small scale (manual), large scale/commercial",0.0,0.0,Hypericum,perforatum,,https://pfaf.org/user/Plant.aspx?LatinName=Hypericum+perforatum,3-10,3,10
1416,1416,1416,6837,Hyphaene thebaica,(L.) C. Martius,Liliopsida:Arecidae:Arecales:Palmae,,"dom (Sudan), dom palm",tree,erect,perennial,"evergreen, deciduous, single stem, multi stem","forage/pasture, fruits & nuts, vegetables, materials, medicinals & aromatic, forest/wood, environmental",,26.0,36.0,10.0,45.0,300.0,600.0,100.0,1000.0,6.5,7.5,6.0,8.5,10.0,10.0,36.0,36.0,1400.0,very bright,very bright,very bright,very bright,deep (>>150 cm),medium (50-150 cm),"medium, light","medium, light",high,low,,,low (<4 dS/m),medium (4-10 dS/m),"well (dry spells), excessive (dry/moderately dry)","well (dry spells), excessive (dry/moderately dry)",-5.0,-1.0,short day (<12 hours),"tropical wet & dry (Aw), desert or arid (Bw), steppe or semiarid (Bs)",fire,,,,240.0,365.0,Hyphaene,thebaica,,https://pfaf.org/user/Plant.aspx?LatinName=Hyphaene+thebaica,10-12,10,12
1417,1417,1417,6852,Hyssopus officinalis,L.,Magnoliopsida:Asteridae:Lamiales:Labiatae,,"hyssop, hysope, Ysop, Isop, Hyssopi herba, Aetheroleum hyssopi",sub-shrub,erect,perennial,multi stem,"ornamentals/turf, medicinals & aromatic","grown on small scale, harvested from wild",10.0,24.0,7.0,36.0,600.0,1000.0,400.0,1500.0,6.0,7.5,5.5,8.5,30.0,25.0,60.0,66.0,2000.0,cloudy skies,very bright,clear skies,very bright,medium (50-150 cm),very shallow (<20 cm),"medium, light","heavy, medium, light, wide",moderate,low,low (6-15% of CEC),low (6-15% of CEC),,,"well (dry spells), excessive (dry/moderately dry)","well (dry spells), excessive (dry/moderately dry)",-30.0,0.0,,"steppe or semiarid (Bs), subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc)",,,,,180.0,220.0,Hyssopus,officinalis,,https://pfaf.org/user/Plant.aspx?LatinName=Hyssopus+officinalis,5-10,5,10
1418,1418,1418,6860,Ilex aquifolium,L.,Magnoliopsida:Dilleniidae:Theales:Aquifoliaceae,,"ilex, English holly, European holly, Christmas holly, Dutch holly, houx, agrifoglio, Stechpalme, Stecheiche, Hülse, azevinho, pica-folha, zebro, teio, acebo","shrub, tree",erect,perennial,,"ornamentals/turf, medicinals & aromatic, forest/wood","grown on small scale, harvested from wild",,,,,,,,,,,,,,,,,,,,,,,,wide,wide,,,,,,,well (dry spells),well (dry spells),,,,"subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc)",,,,,0.0,0.0,Ilex,aquifolium,,https://pfaf.org/user/Plant.aspx?LatinName=Ilex+aquifolium,5-9,5,9
1419,1419,1419,6864,Ilex dipyrena,Wall.,Magnoliopsida:Dilleniidae:Theales:Aquifoliaceae,,,tree,erect,perennial,single stem,forest/wood,,20.0,27.0,5.0,31.0,1500.0,2300.0,1000.0,2800.0,4.5,5.5,4.0,6.4,,,,,3350.0,cloudy skies,light shade,clear skies,heavy shade,deep (>>150 cm),medium (50-150 cm),medium,"heavy, medium, light",high,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),-3.0,-1.0,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar), subtropical dry summer (Cs), temperate oceanic (Do)",,,,,150.0,240.0,Ilex,dipyrena,,https://pfaf.org/user/Plant.aspx?LatinName=Ilex+dipyrena,,,
1420,1420,1420,6869,Ilex paraguariensis,August Saint Hilaire (St Hil.),Magnoliopsida:Dilleniidae:Theales:Aquifoliaceae,"Ilex paraguaiensis, Ilex domestica","erva-mate, mate, erva (Br), yerba mate","shrub, tree",erect,perennial,"evergreen, single stem, multi stem",medicinals & aromatic,grown on small scale,17.0,26.0,12.0,30.0,1200.0,2000.0,700.0,2500.0,6.5,7.0,5.8,8.0,23.0,21.0,28.0,30.0,1500.0,very bright,clear skies,very bright,cloudy skies,medium (50-150 cm),medium (50-150 cm),"medium, organic","heavy, medium, light",moderate,low,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),-6.0,-1.0,short day (<12 hours),"tropical wet & dry (Aw), subtropical humid (Cf), subtropical dry winter (Cw)",,,,,210.0,300.0,Ilex,paraguariensis,,https://pfaf.org/user/Plant.aspx?LatinName=Ilex+paraguariensis,,,
1421,1421,1421,6882,Indigofera arrecta,Hochst. ex A. Rich,Magnoliopsida:Rosidae:Fabales:Leguminosae,,"Java indigo, anileira de Java","herb, shrub",erect,perennial,multi stem,"materials, medicinals & aromatic, cover crop, environmental",grown on small scale,22.0,30.0,16.0,36.0,1700.0,2200.0,400.0,4300.0,5.0,6.0,4.5,6.5,,,30.0,30.0,2700.0,very bright,clear skies,very bright,cloudy skies,medium (50-150 cm),medium (50-150 cm),"medium, light","heavy, medium, light, organic",moderate,low,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells)",,,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar), subtropical dry summer (Cs)",flooding,,,,90.0,365.0,Indigofera,arrecta,,https://pfaf.org/user/Plant.aspx?LatinName=Indigofera+arrecta,10-12,10,12
1422,1422,1422,6889,Indigofera tinctoria,L.,Magnoliopsida:Rosidae:Fabales:Leguminosae,,indigo,"herb, sub-shrub",erect,perennial,multi stem,other,grown on small scale,22.0,28.0,7.0,32.0,1300.0,1700.0,640.0,3000.0,6.0,7.0,4.3,8.7,,,,,,very bright,very bright,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),medium,"medium, light",moderate,low,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),,,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)",,,,,90.0,210.0,Indigofera,tinctoria,,https://pfaf.org/user/Plant.aspx?LatinName=Indigofera+tinctoria,5-12,5,12
1423,1423,1423,6893,Inga feuillei,de Candolle,Magnoliopsida:Rosidae:Fabales:Leguminosae,,"pacay, pacae, ice cream bean, pois sucre, pacay de Perù, guarna, guamo, guama, rabo de mico, pa'qay, paccai, pa'qaya",tree,erect,perennial,single stem,"forage/pasture, fruits & nuts, ornamentals/turf, forest/wood, environmental",grown on small scale,22.0,28.0,18.0,33.0,1500.0,2700.0,1000.0,3000.0,5.0,6.5,4.0,8.0,,,25.0,30.0,1800.0,very bright,clear skies,very bright,cloudy skies,deep (>>150 cm),medium (50-150 cm),"heavy, medium","heavy, medium, light",moderate,low,low (6-15% of CEC),high (<5% of CEC),low (<4 dS/m),low (<4 dS/m),"poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells)",,,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf), subtropical dry summer (Cs)",,,,"home garden, small scale (manual)",210.0,365.0,Inga,feuillei,,https://pfaf.org/user/Plant.aspx?LatinName=Inga+feuillei,,,
1424,1424,1424,6896,Inga vera,Willd.,Magnoliopsida:Rosidae:Fabales:Leguminosae,Inga inga (L.) Britton,"guaba, pan chock, river-koko, pois doux, pois doux à paille, pois sucrin, guaba nativa, guamà, guamá jina, guavo, inga, pwa dou, sikren, inga' verdadeiro",tree,erect,perennial,"evergreen, single stem","fruits & nuts, materials, medicinals & aromatic, forest/wood, environmental",,18.0,28.0,15.0,35.0,1500.0,3000.0,1200.0,4000.0,6.0,8.0,5.5,8.5,,,20.0,25.0,1000.0,clear skies,very bright,cloudy skies,very bright,deep (>>150 cm),deep (>>150 cm),medium,medium,high,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),,,,"tropical wet & dry (Aw), tropical wet (Ar)",,,,,365.0,365.0,Inga,vera,,https://pfaf.org/user/Plant.aspx?LatinName=Inga+vera,10-12,10,12
1425,1425,1425,6901,Inula helenium,L.,Magnoliopsida:Asteridae:Asterales:Compositae,"Aster officinalis All., Aster helenium Scop.","elecampane, yellow starwort, scabwort, horse elder, elf dock, horse-heal, enula-campana, inula, madorneira rasteira",herb,acaulescent (or rosette plants),perennial,,"ornamentals/turf, medicinals & aromatic",grown on small scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Inula,helenium,,https://pfaf.org/user/Plant.aspx?LatinName=Inula+helenium,4-8,4,8
1426,1426,1426,6952,Iris germanica,L.,Liliopsida:Liliidae:Liliales:Iridaceae,,"German iris, garden iris, garden flag, purple flag, common iris, pogon iris, lirio-cardeno, lirio azul",herb,erect,perennial,,"ornamentals/turf, medicinals & aromatic",grown on small scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"subtropical dry summer (Cs), temperate oceanic (Do)",,,,,0.0,0.0,Iris,germanica,,https://pfaf.org/user/Plant.aspx?LatinName=Iris+germanica,4-10,4,10
1427,1427,1427,6955,Iris pseudacorus,L.,Liliopsida:Liliidae:Liliales:Iridaceae,"Iris palustris Moench, Iris lutea Lam.","yellow flag, yellow iris, water flag iris, yellow water flag, water skegs, sword flag, lirio amarelo dos campos, lirio amarelo dos pantanos, acoro bastardo",herb,erect,perennial,,medicinals & aromatic,grown on small scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poorly (saturated >50% of year),"poorly (saturated >50% of year), well (dry spells)",,,,"subtropical humid (Cf), subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc)",,,,,0.0,0.0,Iris,pseudacorus,,https://pfaf.org/user/Plant.aspx?LatinName=Iris+pseudacorus,5-8,5,8
1428,1428,1428,6958,Irvingia gabonensis,(Aubry-Lecomte ex O'Rorke) Baill.,Magnoliopsida:Rosidae:Sapindales:Irvingiaceae,,"bush mango, African bush mango, wild mango, oba, ogbono",tree,erect,perennial,single stem,"forage/pasture, fruits & nuts, materials, medicinals & aromatic, forest/wood",,25.0,32.0,20.0,38.0,1500.0,3000.0,1200.0,3300.0,5.0,7.0,4.5,7.5,,,15.0,15.0,500.0,clear skies,very bright,light shade,very bright,deep (>>150 cm),deep (>>150 cm),"heavy, medium, light, wide, organic","heavy, medium, light, wide, organic",moderate,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),,,,"tropical wet & dry (Aw), tropical wet (Ar)",,,,,365.0,365.0,Irvingia,gabonensis,,https://pfaf.org/user/Plant.aspx?LatinName=Irvingia+gabonensis,10-12,10,12
1429,1429,1429,6965,Ischaemum ciliare,Retzius,Liliopsida:Commelinidae:Cyperales:Gramineae,,,grass,erect,perennial,multi stem,"forage/pasture, environmental, weed",grown on large scale,30.0,35.0,20.0,40.0,1250.0,5000.0,500.0,7000.0,5.5,7.0,4.5,8.5,,,20.0,20.0,800.0,very bright,cloudy skies,very bright,light shade,medium (50-150 cm),shallow (20-50 cm),heavy,"heavy, medium",moderate,low,low (6-15% of CEC),high (<5% of CEC),low (<4 dS/m),medium (4-10 dS/m),"poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells)",,,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar), steppe or semiarid (Bs), subtropical dry summer (Cs)","flooding, grazing/browsing, trampling",drought,can become a weed,large scale/commercial,90.0,150.0,Ischaemum,ciliare,,https://pfaf.org/user/Plant.aspx?LatinName=Ischaemum+ciliare,,,
1430,1430,1430,6966,Ischaemum magnum,Rendle,Liliopsida:Commelinidae:Cyperales:Gramineae,,,grass,erect,perennial,multi stem,forage/pasture,,29.0,35.0,20.0,45.0,2500.0,3500.0,2000.0,4000.0,4.5,5.5,4.0,7.0,,,5.0,20.0,,very bright,light shade,very bright,heavy shade,medium (50-150 cm),shallow (20-50 cm),"heavy, medium, light","heavy, medium, light",high,moderate,,,low (<4 dS/m),low (<4 dS/m),"poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells)",,,"short day (<12 hours), neutral day (12-14 hours)","tropical wet & dry (Aw), tropical wet (Ar)",,"grazing/browsing, trampling",,,120.0,180.0,Ischaemum,magnum,,https://pfaf.org/user/Plant.aspx?LatinName=Ischaemum+magnum,,,
1431,1431,1431,6968,Iseilema laxum,Hack.,Liliopsida:Commelinidae:Cyperales:Gramineae,,,grass,erect,perennial,multi stem,forage/pasture,,24.0,34.0,20.0,40.0,500.0,1400.0,450.0,1600.0,6.0,7.5,5.5,8.0,15.0,15.0,25.0,25.0,760.0,very bright,very bright,very bright,clear skies,shallow (20-50 cm),shallow (20-50 cm),"heavy, medium","heavy, medium",moderate,low,,,low (<4 dS/m),medium (4-10 dS/m),poorly (saturated >50% of year),"poorly (saturated >50% of year), well (dry spells)",,,short day (<12 hours),"tropical wet & dry (Aw), steppe or semiarid (Bs)",,,,,120.0,180.0,Iseilema,laxum,,https://pfaf.org/user/Plant.aspx?LatinName=Iseilema+laxum,,,
1432,1432,1432,6969,Iseilema membranaceum,(Li.),Liliopsida:Commelinidae:Cyperales:Gramineae,,,grass,erect,annual,multi stem,forage/pasture,,30.0,40.0,20.0,45.0,400.0,500.0,350.0,700.0,7.0,8.0,6.5,8.5,18.0,18.0,30.0,30.0,300.0,very bright,very bright,very bright,clear skies,shallow (20-50 cm),shallow (20-50 cm),heavy,"heavy, medium, light",moderate,low,,,low (<4 dS/m),low (<4 dS/m),"poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",,,short day (<12 hours),"steppe or semiarid (Bs), subtropical humid (Cf)",flooding,fire,,,40.0,70.0,Iseilema,membranaceum,,https://pfaf.org/user/Plant.aspx?LatinName=Iseilema+membranaceum,,,
1433,1433,1433,6975,Ixophorus unisetus,(Presl),Liliopsida:Commelinidae:Cyperales:Gramineae,,,grass,"erect, prostrate/procumbent/semi-erect",perennial,multi stem,forage/pasture,,20.0,24.0,15.0,30.0,1200.0,1600.0,1000.0,2000.0,5.5,6.5,5.0,7.5,,,25.0,25.0,1600.0,very bright,cloudy skies,very bright,light shade,medium (50-150 cm),shallow (20-50 cm),"medium, organic","heavy, medium, light",high,moderate,,,low (<4 dS/m),low (<4 dS/m),"poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells)",,,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar)",,trampling,,,120.0,180.0,Ixophorus,unisetus,,https://pfaf.org/user/Plant.aspx?LatinName=Ixophorus+unisetus,,,
1434,1434,1434,6982,Jacaranda copaia,(Aubl.) D.,Magnoliopsida:Asteridae:Scrophulariales:Bignoniaceae,,"palo de buba, boxwood, fotui, futui, carauba, Para'-para'",tree,erect,perennial,single stem,forest/wood,,24.0,38.0,14.0,42.0,1000.0,1600.0,600.0,2000.0,6.5,6.7,6.0,8.5,,,18.0,25.0,1000.0,very bright,clear skies,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),"heavy, medium, light","heavy, medium, light",moderate,low,,,low (<4 dS/m),medium (4-10 dS/m),"poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells)",,,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar)",,,,,180.0,240.0,Jacaranda,copaia,,https://pfaf.org/user/Plant.aspx?LatinName=Jacaranda+copaia,,,
1435,1435,1435,6983,Jacaranda mimosifolia,D. Don,Magnoliopsida:Asteridae:Scrophulariales:Bignoniaceae,,"jacaranda, mimosa-leaved ebony, black poui, green ebony, palissandra, carobaguacu', jakaranda",tree,erect,perennial,"deciduous, single stem","materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",,20.0,34.0,10.0,38.0,800.0,1400.0,650.0,1800.0,6.5,7.5,6.0,8.5,,,20.0,35.0,2400.0,very bright,clear skies,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),"medium, light","medium, light",moderate,low,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",,,short day (<12 hours),tropical wet & dry (Aw),"drought, coastal salt spray",,,,180.0,240.0,Jacaranda,mimosifolia,,https://pfaf.org/user/Plant.aspx?LatinName=Jacaranda+mimosifolia,,,
1436,1436,1436,7000,Jessenia bataua,(Mart.) Bu.,,Oenocarpus bataua Mart.,bataua,tree,erect,perennial,evergreen,"forage/pasture, fruits & nuts, materials",,21.0,28.0,17.0,32.0,2000.0,4000.0,1500.0,6300.0,4.8,5.5,4.3,6.5,,,10.0,12.0,1350.0,very bright,clear skies,very bright,light shade,medium (50-150 cm),shallow (20-50 cm),"heavy, medium","heavy, medium, light",moderate,low,,,low (<4 dS/m),low (<4 dS/m),"poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells)",5.0,5.0,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar)",,,,,365.0,365.0,Jessenia,bataua,,https://pfaf.org/user/Plant.aspx?LatinName=Jessenia+bataua,10-12,10,12
1437,1437,1437,7010,Juglans hindsii,(Jepson) Jepson ex R.E. Smith,Magnoliopsida:Hamamelidae:Juglandales:Juglandaceae,,,tree,erect,perennial,"deciduous, single stem","fruits & nuts, ornamentals/turf, forest/wood",grown on small scale,14.0,14.0,8.0,20.0,600.0,900.0,300.0,1400.0,6.5,7.5,5.8,8.3,25.0,25.0,40.0,50.0,600.0,very bright,very bright,very bright,cloudy skies,deep (>>150 cm),deep (>>150 cm),medium,"heavy, medium, light",high,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),-10.0,-1.0,long day (>14 hours),"steppe or semiarid (Bs), subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)",,,,"home garden, small scale (manual)",120.0,180.0,Juglans,hindsii,,https://pfaf.org/user/Plant.aspx?LatinName=Juglans+hindsii,8-9,8,9
1438,1438,1438,7013,Juglans nigra,L.,Magnoliopsida:Hamamelidae:Juglandales:Juglandaceae,,,tree,erect,perennial,"deciduous, single stem","fruits & nuts, forest/wood",grown on small scale,13.0,28.0,2.0,36.0,800.0,1000.0,300.0,1300.0,6.5,7.5,5.8,8.3,18.0,18.0,43.0,43.0,1200.0,very bright,very bright,very bright,cloudy skies,deep (>>150 cm),deep (>>150 cm),medium,"heavy, medium, light",high,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),,,long day (>14 hours),"steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)",,,,,150.0,180.0,Juglans,nigra,,https://pfaf.org/user/Plant.aspx?LatinName=Juglans+nigra,4-9,4,9
